date,experiment,ID,tank,sample_type,TA,water_mass,...8,tank_exp,TA_initial,mean.blanks,pH_treatment,temp_treatment,volume,wet_weight,dry_shell_weight,TA.start,TA.stop,deltaTA,timediff,umol.cm2.hr
20240530,a,14,7 a,NA,2431.926506,59.9759,NA,7 a,2422.4483086666664,5.928198833333454,7.6,16,0.115,2.062,1.6172,2025-02-18T22:37:00Z,2025-02-18T00:07:00Z,-15.40639616666681,-22.5,0.02495436485758444
20240530,a,42,7 a,NA,2438.788101,60.0533,NA,7 a,2422.4483086666664,5.928198833333454,7.6,16,0.115,1.9351,1.5432,2025-02-18T22:36:00Z,2025-02-18T00:10:00Z,-22.267991166667116,-22.433333333333334,0.03791025679986791
20240530,a,13,8 a,NA,2431.95265,60.4602,NA,8 a,2407.0441455,-0.6021251666664588,7.4,16,0.1205,2.8554,2.3005,2025-02-18T06:29:00Z,2025-02-18T08:33:00Z,-24.306379333333705,2.066666666666667,-0.31572466827776346
20240530,a,25,8 a,NA,2430.005398,59.9668,NA,8 a,2407.0441455,-0.6021251666664588,7.4,16,0.1215,1.681,1.3324,2025-02-18T06:27:00Z,2025-02-18T08:35:00Z,-22.359127333333316,2.1333333333333333,-0.489814518257995
20240530,a,43,8 a,NA,2431.05518,59.8683,NA,8 a,2407.0441455,-0.6021251666664588,7.4,16,0.121,2.3822,1.8894,2025-02-18T06:28:00Z,2025-02-18T08:29:00Z,-23.408909333333366,2.0166666666666666,-0.38098018524399335
20240530,a,40,11 a,NA,2423.844934,59.9054,NA,11 a,2437.897108,4.270320250000168,7.6,20,0.115,1.8756,1.5269,2025-02-18T19:25:00Z,2025-02-18T20:42:00Z,9.781853749999755,1.2833333333333334,0.294213641623735
20240530,a,48,11 a,NA,2431.094756,59.8747,NA,11 a,2437.897108,4.270320250000168,7.6,20,0.115,2.3639,1.9312,2025-02-18T19:26:00Z,2025-02-18T20:45:00Z,2.5320317499999874,1.3166666666666667,0.0586891424230062
20240530,a,55,11 a,NA,2427.363622,60.1817,NA,11 a,2437.897108,4.270320250000168,7.6,20,0.115,2.1489,1.7421,2025-02-18T19:27:00Z,2025-02-18T20:46:00Z,6.263165750000098,1.3166666666666667,0.1609298822637152
20240530,a,9,15 a,NA,2432.143493,59.819,NA,15 a,2425.038478666667,-1.0394551666663574,7.9,16,0.113,3.109,2.2356,2025-02-18T02:00:00Z,2025-02-18T03:20:00Z,-6.065559166666844,1.3333333333333333,-0.11784477161822117
20240530,a,32,15 a,NA,2431.716035,59.9905,NA,15 a,2425.038478666667,-1.0394551666663574,7.9,16,0.115,1.7413,1.3526,2025-02-18T02:03:00Z,2025-02-18T03:21:00Z,-5.638101166666729,1.3,-0.1889782569810964
20240530,a,74,15 a,NA,2436.517917,59.8274,NA,15 a,2425.038478666667,-1.0394551666663574,7.9,16,0.115,1.8394,1.3732,2025-02-18T02:01:00Z,2025-02-18T03:23:00Z,-10.439983166666934,1.3666666666666667,-0.3278650408261808
20240530,a,22,17 a,NA,2425.583527,59.9262,NA,17 a,2429.184632666667,-11.147382416666687,7.8,20,0.115,2.3002,1.8711,2025-02-18T17:45:00Z,2025-02-18T19:19:00Z,14.748488083333768,1.5666666666666667,0.29652793262291405
20240530,a,35,17 a,NA,2435.736967,59.8421,NA,17 a,2429.184632666667,-11.147382416666687,7.8,20,0.1145,2.8157,2.2203,2025-02-18T17:46:00Z,2025-02-18T19:21:00Z,4.595048083333722,1.5833333333333333,0.07670177297239406
20240530,a,77,17 a,NA,2424.268816,59.7546,NA,17 a,2429.184632666667,-11.147382416666687,7.8,20,0.115,1.9138,1.5258,2025-02-18T17:48:00Z,2025-02-18T19:16:00Z,16.063199083333757,1.4666666666666666,0.4230529421111355
20240530,a,5,19 a,NA,2417.100472,60.2071,NA,19 a,2425.4200363333334,3.2636291666667603,7.9,20,0.115,1.8612,1.4144,2025-02-18T14:19:00Z,2025-02-18T15:43:00Z,5.055935166666586,1.4,0.15048489964720624
20240530,a,17,19 a,NA,2423.45982,60.458,NA,19 a,2425.4200363333334,3.2636291666667603,7.9,20,0.1145,2.5809,2.0528,2025-02-18T14:20:00Z,2025-02-18T15:42:00Z,-1.3034128333333683,1.3666666666666667,-0.02726290361031347
20240530,a,18,19 a,NA,2377.791092,60.4314,NA,19 a,2425.4200363333334,3.2636291666667603,7.9,20,0.115,2.2872,1.7731,2025-02-18T14:22:00Z,2025-02-18T15:40:00Z,44.36531516666673,1.3,1.1343803606180487
20240601,a,19,4 a,NA,2442.113525,59.6184,NA,4 a,2440.631593,5.462138000000095,7.3,20,0.115,2.3462,1.9008,2025-02-18T14:15:00Z,2025-02-18T15:40:00Z,-6.944070000000238,1.4166666666666667,-0.15198534076983586
20240601,a,20,4 a,NA,2441.572605,60.1459,NA,4 a,2440.631593,5.462138000000095,7.3,20,0.1145,2.6092,2.07,2025-02-18T14:16:00Z,2025-02-18T15:41:00Z,-6.403149999999869,1.4166666666666667,-0.12813123476129318
20240601,a,62,4 a,NA,2421.60583,60.2944,NA,4 a,2440.631593,5.462138000000095,7.3,20,0.115,2.3512,1.8771,2025-02-18T14:17:00Z,2025-02-18T15:42:00Z,13.563625000000002,1.4166666666666667,0.3006162127828597
20240601,a,30,6 a,NA,2436.301705,60.3763,NA,6 a,2426.808111,-2.804126750000023,7.3,16,0.115,2.2574,1.7508,2025-02-18T08:48:00Z,2025-02-18T10:23:00Z,-6.689467250000007,1.5833333333333333,-0.14222447821033707
20240601,a,73,6 a,NA,2376.844467,60.2661,NA,6 a,2426.808111,-2.804126750000023,7.3,16,0.115,2.1169,1.6204,2025-02-18T08:48:00Z,2025-02-18T10:22:00Z,52.767770749999954,1.5666666666666667,1.2250720160683162
20240601,a,7,6 a,NA,2435.407103,60.3693,NA,6 a,2426.808111,-2.804126750000023,7.3,16,0.115,1.9467,1.4994,2025-02-18T02:05:00Z,2025-02-18T03:25:00Z,-5.794865250000157,1.3333333333333333,-0.17083576964379965
20240601,a,44,9 a,NA,2430.657002,59.7354,NA,9 a,2428.9796706666666,-2.846355999999787,7.7,20,0.115,1.8191,1.4658,2025-02-18T17:50:00Z,2025-02-18T19:17:00Z,1.1690246666664734,1.45,0.032416988388901564
20240601,a,53,9 a,NA,2425.159056,60.3196,NA,9 a,2428.9796706666666,-2.846355999999787,7.7,20,0.1145,2.5698,2.0045,2025-02-18T17:52:00Z,2025-02-18T19:20:00Z,6.66697066666643,1.4666666666666666,0.13307314420961452
20240601,a,63,9 a,NA,2432.787197,59.6752,NA,9 a,2428.9796706666666,-2.846355999999787,7.7,20,0.115,1.6733,1.3541,2025-02-18T17:54:00Z,2025-02-18T19:18:00Z,-0.9611703333337118,1.4,-0.02988224995033899
20240601,a,28,10 a,NA,2431.741171,59.8117,NA,10 a,2409.1646466666666,-14.31071166666652,7.5,16,0.115,2.09,1.5975,2025-02-18T00:18:00Z,2025-02-18T01:50:00Z,-8.265812666666989,1.5333333333333334,-0.19888399021910005
20240601,a,47,10 a,NA,2422.375474,59.9785,NA,10 a,2409.1646466666666,-14.31071166666652,7.5,16,0.115,2.5555,2.0403,2025-02-18T00:17:00Z,2025-02-18T01:52:00Z,1.0998843333331934,1.5833333333333333,0.02006653290795474
20240601,a,51,10 a,NA,2431.675556,59.7705,NA,10 a,2409.1646466666666,-14.31071166666652,7.5,16,0.115,1.8786,1.5074,2025-02-18T00:20:00Z,2025-02-18T01:58:00Z,-8.200197666667009,1.6333333333333333,-0.19629656279870467
20240601,a,10,14 a,NA,2429.142698,59.66,NA,14 a,2400.112392,-9.531692999999905,7.8,16,0.115,1.7621,1.4045,2025-02-18T22:40:00Z,2025-02-18T00:15:00Z,-19.498613000000205,-22.416666666666668,0.03650082261940878
20240601,a,66,14 a,NA,2436.548888,60.3507,NA,14 a,2400.112392,-9.531692999999905,7.8,16,0.1145,2.1565,1.6868,2025-02-18T22:44:00Z,2025-02-18T00:17:00Z,-26.9048029999999,-22.45,0.04169166458606521
20240601,a,72,14 a,NA,2433.154954,59.5746,NA,14 a,2400.112392,-9.531692999999905,7.8,16,0.115,1.7517,1.3966,2025-02-18T22:43:00Z,2025-02-18T00:08:00Z,-23.510869000000184,-22.583333333333332,0.043933955843871046
20240604,a,26,2 a,NA,2387.265686,59.7633,20,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.0852,1.678,2025-02-18T12:38:00Z,2025-02-18T14:03:00Z,47.60024241666656,1.4166666666666667,1.1801609566426217
20240604,a,27,2 a,NA,2439.669229,59.7828,20,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.3067,1.7579,2025-02-18T12:40:00Z,2025-02-18T14:10:00Z,-4.803300583333339,1.5,-0.10736087685314247
20240604,a,67,2 a,NA,2437.859685,60.4461,20,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.2638,1.7865,2025-02-18T12:39:00Z,2025-02-18T14:02:00Z,-2.993756583333152,1.3833333333333333,-0.07139673196774914
20240604,a,27,2 a,NA,2439.669229,59.7828,NA,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.3067,1.7579,2025-02-18T12:40:00Z,2025-02-18T14:10:00Z,-4.803300583333339,1.5,-0.10736087685314247
20240604,a,67,2 a,NA,2437.859685,60.4461,NA,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.2638,1.7865,2025-02-18T12:39:00Z,2025-02-18T14:02:00Z,-2.993756583333152,1.3833333333333333,-0.07139673196774914
20240604,a,26,2 a,NA,2387.265686,59.7633,NA,2 a,2435.181300333333,0.31537191666643594,7.4,20,0.115,2.0852,1.678,2025-02-18T12:38:00Z,2025-02-18T14:03:00Z,47.60024241666656,1.4166666666666667,1.1801609566426217
20240716,b,4,8 b,NA,2330.116994,59.7485,NA,8 b,2347.734911,-0.6021251666664588,7.8,20,0.115,1.7949,1.4407,2025-02-18T16:08:00Z,2025-02-18T17:12:00Z,18.22004216666649,1.0666666666666667,0.6987773316776824
20240716,b,29,9 b,NA,2293.78697,60.3183,NA,9 b,2336.2459923333336,-2.846355999999787,7.5,20,0.11475,1.9345,1.5451,2025-02-18T11:53:00Z,2025-02-18T13:10:00Z,45.30537833333324,1.2833333333333334,1.3436936291713322
20240716,b,55,9 b,NA,2334.873189,60.0279,NA,9 b,2336.2459923333336,-2.846355999999787,7.5,20,0.115,1.6644,1.3285,2025-02-18T11:53:00Z,2025-02-18T13:10:00Z,4.219159333333437,1.2833333333333334,0.14585341531069965
20240716,b,11,12 b,NA,2341.997798,59.9822,NA,12 b,2338.030883666667,-7.0016484999996464,7.7,20,0.115,1.7705,1.4248,2025-02-18T01:23:00Z,2025-02-18T02:38:00Z,3.034734166666567,1.25,0.10042652720264501
20240716,b,14,12 b,NA,2272.371065,59.7508,NA,12 b,2338.030883666667,-7.0016484999996464,7.7,20,0.115,1.7474,1.3729,2025-02-18T01:23:00Z,2025-02-18T02:38:00Z,72.66146716666663,1.25,2.495438980922377
20240716,b,28,12 b,NA,2337.79889,59.9834,NA,12 b,2338.030883666667,-7.0016484999996464,7.7,20,0.11525,1.4999,1.2209,2025-02-18T01:23:00Z,2025-02-18T02:38:00Z,7.233642166666414,1.25,0.2799636960278521
20240716,b,13,15 b,NA,2362.227323,60.2734,NA,15 b,2333.028471,-1.0394551666663574,7.3,20,0.115,1.8433,1.4505,2025-02-18T14:46:00Z,2025-02-18T16:00:00Z,-28.15939683333363,1.2333333333333334,-0.9277198640904446
20240716,b,35,15 b,NA,2356.848424,60.3693,NA,15 b,2333.028471,-1.0394551666663574,7.3,20,0.115,1.7411,1.4084,2025-02-18T14:46:00Z,2025-02-18T16:00:00Z,-22.780497833333357,1.2333333333333334,-0.7729447203182936
20240716,b,66,15 b,NA,2336.274623,60.3473,NA,15 b,2333.028471,-1.0394551666663574,7.3,20,0.11525,1.5213,1.236,2025-02-18T14:46:00Z,2025-02-18T16:00:00Z,-2.2066968333333534,1.2333333333333334,-0.08550244532035907
20240717,b,51,2 b,NA,2338.139527,59.6449,NA,2 b,2335.2629595,0.31537191666643594,7.5,16,0.115,1.5368,1.2118,2025-02-18T15:20:00Z,2025-02-18T16:28:00Z,-3.1919394166664006,1.1333333333333333,-0.13698018215715269
20240717,b,60,2 b,NA,2329.899947,60.3288,NA,2 b,2335.2629595,0.31537191666643594,7.5,16,0.115,1.662,1.3023,2025-02-18T15:20:00Z,2025-02-18T16:28:00Z,5.047640583333532,1.1333333333333333,0.20156328636680354
20240717,b,64,2 b,NA,2347.753772,60.1566,NA,2 b,2335.2629595,0.31537191666643594,7.5,16,0.115,1.7639,1.368,2025-02-18T15:20:00Z,2025-02-18T16:28:00Z,-12.80618441666661,1.1333333333333333,-0.486819204113318
20240717,b,49,3 b,NA,2375.702425,59.6598,NA,3 b,2338.8378549999998,0.23756124999999884,7.2,20,0.115,1.6642,1.3362,2025-02-18T09:00:00Z,2025-02-18T10:15:00Z,-37.102131250000184,1.25,-1.3092093162980907
20240717,b,52,3 b,NA,2367.690756,60.1568,NA,3 b,2338.8378549999998,0.23756124999999884,7.2,20,0.11525,1.5622,1.257,2025-02-18T09:00:00Z,2025-02-18T10:15:00Z,-29.0904622500002,1.25,-1.0935537529579433
20240717,b,59,3 b,NA,2360.351895,60.3394,NA,3 b,2338.8378549999998,0.23756124999999884,7.2,20,0.115,1.9869,1.6144,2025-02-18T09:00:00Z,2025-02-18T10:15:00Z,-21.75160125000002,1.25,-0.6352750241188682
20240717,b,2,4 b,NA,2277.822698,59.7292,NA,4 b,2341.211058,5.462138000000095,7.6,20,0.115,2.0481,1.601,2025-02-18T09:02:00Z,2025-02-18T10:15:00Z,57.926221999999825,1.2166666666666666,1.7526854153440008
20240717,b,23,4 b,NA,2322.675067,59.8205,NA,4 b,2341.211058,5.462138000000095,7.6,20,0.11525,1.6157,1.2711,2025-02-18T09:02:00Z,2025-02-18T10:15:00Z,13.073852999999644,1.2166666666666666,0.4993293255457331
20240717,b,69,4 b,NA,2293.861358,60.3254,NA,4 b,2341.211058,5.462138000000095,7.6,20,0.115,1.6056,1.2796,2025-02-18T09:02:00Z,2025-02-18T10:15:00Z,41.88756199999966,1.2166666666666666,1.5857362438015603
20240717,b,53,7 b,NA,2347.681489,59.9686,NA,7 b,2349.553949,5.928198833333454,7.9,20,0.11525,1.5918,1.2843,2025-02-18T10:35:00Z,2025-02-18T11:45:00Z,-4.0557388333334075,1.1666666666666667,-0.1598790329546558
20240717,b,54,7 b,NA,2351.026262,60.2825,NA,7 b,2349.553949,5.928198833333454,7.9,20,0.115,1.9161,1.5016,2025-02-18T10:35:00Z,2025-02-18T11:45:00Z,-7.400511833333212,1.1666666666666667,-0.2489730950854761
20240717,b,58,7 b,NA,2352.644312,60.3235,NA,7 b,2349.553949,5.928198833333454,7.9,20,0.115,1.7421,1.4256,2025-02-18T10:35:00Z,2025-02-18T11:45:00Z,-9.018561833333251,1.1666666666666667,-0.31958362677493896
20240717,b,20,8 b,NA,2335.13432,59.8654,NA,8 b,2347.734911,-0.6021251666664588,7.8,20,0.11525,1.4608,1.1488,2025-02-18T10:37:00Z,2025-02-18T11:45:00Z,13.202716166666354,1.1333333333333333,0.5989574917676903
20240717,b,43,8 b,NA,2346.409646,60.2276,NA,8 b,2347.734911,-0.6021251666664588,7.8,20,0.115,2.051,1.6816,2025-02-18T10:37:00Z,2025-02-18T11:45:00Z,1.9273901666664037,1.1333333333333333,0.05960476609176546
20240717,b,1,10 b,NA,2351.010892,59.6902,NA,10 b,2333.132305,-14.31071166666652,7.4,20,0.115,1.7065,1.3404,2025-02-18T14:44:00Z,2025-02-18T16:00:00Z,-3.567875333333177,1.2666666666666666,-0.12385245515379784
20240717,b,48,10 b,NA,2356.693942,59.7677,NA,10 b,2333.132305,-14.31071166666652,7.4,20,0.115,1.5795,1.1986,2025-02-18T14:44:00Z,2025-02-18T16:00:00Z,-9.25092533333327,1.2666666666666666,-0.3591205607199603
20240717,b,65,10 b,NA,2331.021064,59.9426,NA,10 b,2333.132305,-14.31071166666652,7.4,20,0.115,2.0211,1.599,2025-02-18T14:44:00Z,2025-02-18T16:00:00Z,16.421952666666584,1.2666666666666666,0.47786552547233224
20240717,b,17,14 b,NA,2304.518499,60.4389,NA,14 b,2351.742597,-9.531692999999905,8,20,0.11525,1.4391,1.1725,2025-02-18T01:25:00Z,2025-02-18T02:38:00Z,56.755791000000045,1.2166666666666666,2.349960289360197
20240717,b,50,14 b,NA,2236.855508,59.6175,NA,14 b,2351.742597,-9.531692999999905,8,20,0.115,1.7413,1.4222,2025-02-18T01:25:00Z,2025-02-18T02:38:00Z,124.41878199999974,1.2166666666666666,4.237847959340431
20240717,b,63,14 b,NA,2342.341464,60.1209,NA,14 b,2351.742597,-9.531692999999905,8,20,0.115,2.0212,1.6078,2025-02-18T01:25:00Z,2025-02-18T02:38:00Z,18.93282599999975,1.2166666666666666,0.5704315259556505
20240719,b,9,11 b,NA,2362.199195,59.8542,NA,11 b,2340.4570485000004,4.270320250000168,7.2,16,0.115,1.5073,1.244,2025-02-18T10:55:00Z,2025-02-18T12:15:00Z,-26.01246674999993,1.3333333333333333,-0.92430250748279
20240719,b,22,11 b,NA,2369.978736,59.6538,NA,11 b,2340.4570485000004,4.270320250000168,7.2,16,0.115,1.7721,1.4654,2025-02-18T10:55:00Z,2025-02-18T12:15:00Z,-33.79200774999981,1.3333333333333333,-1.0193205558715779
20240719,b,24,11 b,NA,2370.326147,60.0327,NA,11 b,2340.4570485000004,4.270320250000168,7.2,16,0.115,1.9589,1.608,2025-02-18T10:55:00Z,2025-02-18T12:15:00Z,-34.139418750000004,1.3333333333333333,-0.9384757428069612
20240719,b,40,13 b,NA,2343.084892,59.9314,NA,13 b,2346.6466845,8.67534508333324,7.9,16,0.115,1.8225,1.4998,2025-02-18T12:23:00Z,2025-02-18T01:45:00Z,-5.113552583333103,-10.633333333333333,0.018897817852005852
20240719,b,56,13 b,NA,2332.397182,60.0856,NA,13 b,2346.6466845,8.67534508333324,7.9,16,0.11525,1.5327,1.2507,2025-02-18T12:23:00Z,2025-02-18T01:45:00Z,5.574157416666594,-10.633333333333333,-0.024756625944427697
20240719,b,68,13 b,NA,2337.51043,59.906,NA,13 b,2346.6466845,8.67534508333324,7.9,16,0.115,1.9683,1.5769,2025-02-18T12:23:00Z,2025-02-18T01:45:00Z,0.4609094166669365,-10.633333333333333,-0.0016200697379232163
20240719,b,15,17 b,NA,2349.654151,60.2525,NA,17 b,2318.3341185,-11.147382416666687,8,16,0.11525,1.5689,1.283,2025-02-18T12:25:00Z,2025-02-18T01:45:00Z,-20.172650083333565,-10.666666666666666,0.08706475436562738
20240719,b,34,17 b,NA,2342.957901,60.4294,NA,17 b,2318.3341185,-11.147382416666687,8,16,0.115,1.7216,1.4096,2025-02-18T12:25:00Z,2025-02-18T01:45:00Z,-13.476400083333601,-10.666666666666666,0.05282518067480186
20240719,b,44,17 b,NA,2343.476195,59.781,NA,17 b,2318.3341185,-11.147382416666687,8,16,0.115,2.1325,1.6951,2025-02-18T12:25:00Z,2025-02-18T01:45:00Z,-13.99469408333357,-10.666666666666666,0.045617457074977455
20240719,b,31,18 b,NA,2338.904224,59.8892,NA,18 b,2342.894080666667,1.259941583333557,7.8,16,0.115,1.6406,1.3482,2025-02-18T13:53:00Z,2025-02-18T15:11:00Z,2.7299150833334807,1.3,0.09180010396994681
20240719,b,36,18 b,NA,2353.794372,59.8953,NA,18 b,2342.894080666667,1.259941583333557,7.8,16,0.115,1.6789,1.349,2025-02-18T13:53:00Z,2025-02-18T15:11:00Z,-12.160232916666473,1.3,-0.40867521669956675
20240719,b,38,18 b,NA,2341.608508,59.9217,NA,18 b,2342.894080666667,1.259941583333557,7.8,16,0.115,1.7484,1.4031,2025-02-18T13:53:00Z,2025-02-18T15:11:00Z,0.025631083333564675,1.3,8.281837327083261e-4
20240722,b,26,1 b,NA,2347.881743,60.3718,NA,1 b,2346.125239,8.464481999999862,7.4,16,0.115,1.6391,1.3423,2025-02-18T09:12:00Z,2025-02-18T11:00:00Z,-10.220985999999812,1.8,-0.24932303689976115
20240722,b,41,1 b,NA,2346.893473,59.9167,NA,1 b,2346.125239,8.464481999999862,7.4,16,0.115,2.0196,1.6415,2025-02-18T09:12:00Z,2025-02-18T11:00:00Z,-9.232715999999982,1.8,-0.1841652957153007
20240722,b,42,1 b,NA,2359.953884,59.9939,NA,1 b,2346.125239,8.464481999999862,7.4,16,0.1145,1.597,1.2793,2025-02-18T09:12:00Z,2025-02-18T11:00:00Z,-22.293126999999913,1.8,-0.5681008532308226
20240722,b,19,5 b,NA,2373.855171,59.9377,NA,5 b,2344.7849875,4.118252250000069,7.3,16,0.115,1.7874,1.3936,2025-02-18T09:14:00Z,2025-02-18T11:00:00Z,-33.18843575000005,1.7666666666666666,-0.7944850713838577
20240722,b,21,5 b,NA,2370.777261,60.2943,NA,5 b,2344.7849875,4.118252250000069,7.3,16,0.115,1.4185,1.1476,2025-02-18T09:14:00Z,2025-02-18T11:00:00Z,-30.11052575000008,1.7666666666666666,-0.8753160548629607
20240722,b,37,5 b,NA,2358.044079,59.9854,NA,5 b,2344.7849875,4.118252250000069,7.3,16,0.115,1.5959,1.2873000000000001,2025-02-18T09:14:00Z,2025-02-18T11:00:00Z,-17.37734374999968,1.7666666666666666,-0.4503402018553999
20240722,b,25,6 b,NA,2346.205617,59.9169,NA,6 b,2337.3971515000003,-2.804126750000023,7.7,16,0.115,1.8409,1.4456,2025-02-18T10:53:00Z,2025-02-18T12:15:00Z,-6.004338749999761,1.3666666666666667,-0.17912085541902303
20240722,b,45,6 b,NA,2348.132671,60.3853,NA,6 b,2337.3971515000003,-2.804126750000023,7.7,16,0.115,1.5736,1.3006,2025-02-18T10:53:00Z,2025-02-18T12:15:00Z,-7.931392749999532,1.3666666666666667,-0.26298732303838984
20240722,b,57,19 b,NA,2348.124754,59.7487,NA,19 b,2340.148223,3.2636291666667603,7.6,16,0.115,1.874,1.4846,2025-02-18T13:55:00Z,2025-02-18T15:11:00Z,-11.240160166666556,1.2666666666666666,-0.3522835886095015
20240722,b,67,19 b,NA,2355.537827,60.3155,NA,19 b,2340.148223,3.2636291666667603,7.6,16,0.1145,2.306,1.909,2025-02-18T13:55:00Z,2025-02-18T15:11:00Z,-18.653233166666723,1.2666666666666666,-0.4526736395859481
